Client version: not initialize
User hash: not initialize
DeviceId hash: not initialize
User gcm token: not initialize
Device params - OS Version: 7.1.1;  Device: Huawei google Nexus 6P ,Build Fingerprint: google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys
SHuJs5Wk+BbDx4ctwwIDAQABoyAwHjAPBgNVHRMBAf8EBTADAQH/MAsGA1UdDwQEAwIBhjANBgkq
hkiG9w0BAQUFAAOCAQEAYs+4NqRMwybCBukyx2wVCejESvXuxAJyjuZe4Nz/djSYnow2ZklqLetZ
ns8nitYeUW1DFRZLZJ+wHOXRzcc1wBHo8Zdh29kAgE4HC/6pgiTGWrSIVY1e8+sUgdLREdzTNy+S
rMRfml/LQ1CJhbe4EhSKz4LDi8AtMWRRLmrfrgNP7UF5O8LGeELEI4TYywaPDSB0unYoiHFNYsch
AC7fDzXQJ/4nLvwC5GoycSSDCmq/SowMw0IEzPGqyfPkzNwdVdd9xADSEkD9hdn4Jr4YLnqFaoWA
S/C1cbn0w1vXFBYu7E2tqau4PldNNrJmgFk5GvC3ZE9ksva3Dp39sOrCJA==
', successful_verify: 'true', reasons: '[GW_CN_DIFFERENT_FROM_HOST]' 
01-19 14:48:07.217  1943     1 D Workspace BaseCommActivity.BaseCommFragmentActivity: dismissing progress dialog
01-19 14:48:07.218  1943     1 D Workspace BaseCommActivity.dismissCustomProgressDialog: found a dialog to dismiss: CreateNewSite_CUSTOM_PROGRESS_DIALOG_TAG
01-19 14:48:07.227  1943     1 D Workspace CreateNewSite.onConnectionReply: got reply code 106
01-19 14:48:07.228  1943     1 D Workspace BaseCommActivity.BaseCommFragmentActivity: dismissing progress dialog
01-19 14:48:07.228  1943     1 D Workspace BaseCommActivity.dismissCustomProgressDialog: found a dialog to dismiss: CreateNewSite_CUSTOM_PROGRESS_DIALOG_TAG
01-19 14:48:07.228  1943     1 D Workspace CreateNewSite.showTrustScreen: results from verify are in
01-19 14:48:07.228  1943     1 W Workspace CreateNewSite.showTrustScreen: reasons are: [GW_CN_DIFFERENT_FROM_HOST]
01-19 14:48:07.229  1943     1 I Workspace CreateNewSite.showTrustScreen: reasons:[GW_CN_DIFFERENT_FROM_HOST]
01-19 14:48:07.238  1943     1 I Workspace lz.onActivityPaused( CreateNewSite, Activity HashCode: 140165231, Task ID: 204 ) PAUSED.
01-19 14:48:07.238  1943     1 D Workspace mh.CleanerService - Site is not active, not performing Cleanup
01-19 14:48:07.249  1943     1 I Workspace lz.onActivityCreated( SiteTrustScreen, Activity HashCode: 247330209, Task ID: 204, null ) CREATED.
01-19 14:48:07.249  1943     1 I Workspace lz.checkIfPasscodeIsNeeded( SiteTrustScreen, configurationChange = false ):
01-19 14:48:07.249  1943     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = false
01-19 14:48:07.249  1943     1 D Workspace lz.checkIfPasscodeIsNeeded: Passcode is not needed.
01-19 14:48:07.249  1943     1 V Workspace BaseCommActivity.BaseCommActivity::onCreate class com.CheckPoint.SSLVpn.UI.SiteTrustScreen
01-19 14:48:07.261  1943     1 I Workspace lz.onActivityStarted( SiteTrustScreen, Activity HashCode: 247330209, Task ID: 204 ) STARTED!
01-19 14:48:07.262  1943     1 I Workspace lz.onActivityResumed( SiteTrustScreen, Activity HashCode: 247330209, Task ID: 204 ) RESUMED.
01-19 14:48:07.263  1943     1 D Workspace nv.setCurrentActivity: Setting current activity to: SiteTrustScreen
01-19 14:48:07.263  1943     1 D Workspace lz.onActivityResumed: Active activities: 2
01-19 14:48:07.263  1943     1 W Workspace AlarmCenter.descheduleAlarm: failed to find a pending intent for alarm id = 3003
01-19 14:48:07.263  1943     1 I Workspace mb.appFrameworkRecovery: Starting.
01-19 14:48:07.263  1943     1 E Workspace mb.appFrameworkRecovery: Site key is null KeyStore entry key is null Not notifying.
01-19 14:48:07.263  1943     1 I Workspace mb.appFrameworkRecovery: Got null active site.
01-19 14:48:07.263  1943     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = false
01-19 14:48:07.263  1943     1 D Workspace mh.CleanerService - Site is not active, not performing Cleanup
01-19 14:48:07.264  1943     1 W Workspace SiteTrustScreen.onResume: In siteCreation flow
01-19 14:48:07.705  1943     1 I Workspace lz.onActivitySaveInstanceState( CreateNewSite, outState ).
01-19 14:48:07.737  1943     1 I Workspace lz.onActivityStopped( CreateNewSite, Activity HashCode: 140165231, Task ID: 204 ) STOPPED!
01-19 14:48:08.336  1943     1 I Workspace lz.onActivityPaused( SiteTrustScreen, Activity HashCode: 247330209, Task ID: 204 ) PAUSED.
01-19 14:48:08.337  1943     1 D Workspace mh.CleanerService - Site is not active, not performing Cleanup
01-19 14:48:08.350  1943     1 D Workspace CreateNewSite.finalizeVerify: finalizing verify
01-19 14:48:08.351  1943     1 I Infrastructure CPTrustManager.certIsValid: Checking if cert if valid - reasons = [GW_CN_DIFFERENT_FROM_HOST]
01-19 14:48:08.351  1943     1 D Workspace CreateNewSite.onFinishConfirmationDialoguser hit OK on cn and fingerprint dialog, calling getAuth
01-19 14:48:08.354  1943     1 I Workspace lz.onActivityStarted( CreateNewSite, Activity HashCode: 140165231, Task ID: 204 ) STARTED!
01-19 14:48:08.355  1943     1 I Workspace lz.onActivityResumed( CreateNewSite, Activity HashCode: 140165231, Task ID: 204 ) RESUMED.
01-19 14:48:08.357  1943     1 D Workspace nv.setCurrentActivity: Setting current activity to: CreateNewSite
01-19 14:48:08.358  1943     1 D Workspace lz.onActivityResumed: Active activities: 2
01-19 14:48:08.358  1943     1 W Workspace AlarmCenter.descheduleAlarm: failed to find a pending intent for alarm id = 3003
01-19 14:48:08.358  1943     1 I Workspace mb.appFrameworkRecovery: Starting.
01-19 14:48:08.359  1943     1 E Workspace mb.appFrameworkRecovery: Site key is null KeyStore entry key is null Not notifying.
01-19 14:48:08.359  1943     1 I Workspace mb.appFrameworkRecovery: Got null active site.
01-19 14:48:08.359  1943     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = false
01-19 14:48:08.359  1943     1 D Workspace mh.CleanerService - Site is not active, not performing Cleanup
01-19 14:48:08.374  1943     1 D Workspace CreateNewSite.nextStepByStateAUTH
01-19 14:48:08.374  1943     1 D Workspace CreateNewSite.getAuthMethod: calling get auth
01-19 14:48:08.396  1943     1 D Workspace BaseCommActivity.Activity class com.CheckPoint.SSLVpn.UI.SiteCreation.CreateNewSite showProgress
01-19 14:48:08.409  1943   645 D Workspace CPMobileService.In Service: got GET_AUTH_INFO request for site=172.24.11.149
01-19 14:48:08.409  1943   645 W Workspace lu.handleMessage: can't handle user interaction, no site
01-19 14:48:08.411  1943   645 V Infrastructure VpnSiteModel.fromJSONObject(): state from SQL = DISCONNECTED
01-19 14:48:08.414  1943   645 W Infrastructure VpnSiteModel.fromJSONObject(): We don't have policy for site: 172.24.11.149
org.json.JSONException: No value for policy
	at org.json.JSONObject.get(JSONObject.java:389)
	at org.json.JSONObject.getJSONObject(JSONObject.java:609)
	at com.CheckPoint.Infrastructure.Data.VpnSiteModel.fromJSONObject(SourceFile:1245)
	at lu.handleMessage(SourceFile:453)
	at android.os.Handler.dispatchMessage(Handler.java:102)
	at android.os.Looper.loop(Looper.java:154)
	at android.os.HandlerThread.run(HandlerThread.java:61)

01-19 14:48:08.422  1943   645 V Workspace AlarmCenter.scheduleAlarm: scheduled alarm (code=3005) to 19 Jan 2017 14:48:43 GMT+02:00 [in 34 seconds]
01-19 14:48:08.424  1943   645 D Infrastructure av.forgeReferrer: Cannot get site's hash.
01-19 14:48:08.425  1943   645 V Infrastructure CPConnection.startAsyncConnection: Sending connection on threadThread[CPConnectionThread 645,5,main]
01-19 14:48:08.427  1943   671 V Infrastructure CommunicationManager.checkMultiPortalPrefixStatus: Verifying multi portal prefix
01-19 14:48:08.428  1943   671 V Infrastructure CPConnection.setRequestMethod: called
01-19 14:48:08.428  1943   671 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 14:48:08.429  1943   671 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 14:48:08.429  1943   671 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 14:48:08.431  1943   671 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CVPNPSESSION=f6f3ef02a7ed09cb10cc13d3168cfa7c ]; X-CPCVPN-MobileAgent=[App] 
01-19 14:48:08.453  1943   671 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 14:48:08.454  1943   671 V Infrastructure CPConnection.getHeaderFields: called
01-19 14:48:08.456  1943   671 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 14:48:08.457  1943   671 D Workspace NetworkManager.isOnline: site is null
01-19 14:48:08.458  1943   671 V Infrastructure CommunicationManager.checkBaseURLPrefixStatus: Verifying base url prefix
01-19 14:48:08.459  1943   671 D Infrastructure av.forgeReferrer: Cannot get site's hash.
01-19 14:48:08.461  1943   671 V Infrastructure dn.getPhysicalIP: found IP = 172.24.12.224
01-19 14:48:08.462  1943   671 V Infrastructure dn.getPhysicalIP: IP after manipulation = 172.24.12.224
01-19 14:48:08.463  1943   671 V Infrastructure CPConnection.setRequestMethod: called
01-19 14:48:08.463  1943   671 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 14:48:08.464  1943   671 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/Login/MobileAppURLPrefix
01-19 14:48:08.464  1943   671 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 14:48:08.466  1943   671 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Connection=[Close]; Content-Type=[application/x-www-form-urlencoded]; Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CVPNPSESSION=bf5b7282d25f08b141abab9e1c7f003b ]; Referer=[https://172.24.11.149/sslvpn/]; X-CPCVPN-MobileAgent=[App] 
01-19 14:48:08.471  1943   671 V Infrastructure CPConnection.startSyncConnection: Sending: 
clientVersion=7.0.43&clientType=Android&deviceId=7ebb3698-f2f5-430e-8220-8f7cede404a7&deviceModel=Nexus 6P&osVersion=7.1.1&longitude=null&latitude=null&client_logging_data=( :client_logging_data (
:os_name ("Android")
:os_version ("7.1.1")
:device_id ("7ebb3698-f2f5-430e-8220-8f7cede404a7")
:client_name ("Capsule Workspace")
:client_ver ("7.0.43")
:client_build_number ("43")
:device_type ("Nexus 6P")
:mac_address ("02:00:00:00:00:00")
:physical_ip ("172.24.12.224")
) )
01-19 14:48:08.492  1943   671 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 14:48:08.492  1943   671 V Infrastructure CPConnection.getHeaderFields: called
01-19 14:48:08.498  1943   671 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"url_prefix":"\/MobileApp\/","app_version_status":"Version is up to date","os_version_status":"Version is up to date","required_os_version":"2.1","required_app_version":"1.0","encryption_modulus":***,"encryption_exponent":***,"encryption_pem":***,"gateway_default_cert_pem":"MIIDcTCCAlmgAwIBAgICEgswDQYJKoZIhvcNAQEFBQAwHDEaMBgGA1UEChMRZ3ct\r\nYWYzN2YzLi5pamdjYncwHhcNMTYxMjI4MTQ1MTAzWhcNMjExMjI4MTQ1MTAzWjBA\r\nMRowGAYDVQQKExFndy1hZjM3ZjMuLmlqZ2NidzEiMCAGA1UEAxMZZ3ctYWYzN2Yz\r\nIFZQTiBDZXJ0aWZpY2F0ZTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEB\r\nANYeJGpVAEO1CcEjZOsXX3IbZGfWJE5TmoNTbEcqwHJ5ttJ7aFG2lLpv28QCNt4o\r\nrjEZc0MSp9D4OWBJn6Iw3lZ8wzHBCh7WqHE6SN8D7AaG7J7byjMIt3XiQaA0m+JE\r\nss0n5VdOmBRh5JEqtpVfQMN3r\/n9uwf3GCpkmastbgjkw8WGPTnitDdQ\/1F10PNs\r\nx4NtMMIuV+McBEnxOl2KWn2i01REgV5ocI5rBx1v7zz7ta+aff4AbOtSd0J5ks+Y\r\nZn8YCEw57MJdwnfQFiDajJOjzRrFSK+Rch2iDW8YydyIn4Trsjv1aL0JENh00a9F\r\nYrPznA93m46SaQCpE7\/dtzcCAwEAAaOBmDCBlTBnBgNVHR8EYDBeMFygWqBYhiNo\r\ndHRwOi8vZ3ctYWYzN2YzOjE4MjY0L0lDQV9DUkwxLmNybKQxMC8xGjAYBgNVBAoT\r\nEWd3LWFmMzdmMy4uaWpnY2J3MREwDwYDVQQDDAhJQ0FfQ1JMMTAMBgNVHRMEBTAD\r\nAQEAMA8GA1UdEQQIMAaHBKwYC5UwCwYDVR0PBAQDAgWgMA0GCSqGSIb3DQEBBQUA\r\nA4IBAQAtKG\/TcSS5PIhdqP+KwUYgJ1SvPvWIzNdcVXh2btl\/Hd3iOYB0BPSn9vJn\r\nki0qjfHKmvSPQFMnrPx9EB+R+qik6tf2VO2olnV42VGEkX+T0wtSx3OswQrCdce8\r\nJE472df7aff2OVZeIBDEYR43jQItUSk8BKnatPLoC+pHguhWea03RgZ033P6OheJ\r\nP5WQuGOq5WQVEqDm8gL2DGpT\/7shNBTn3WVMOgmCvBH8wuW24zgBdjfMzb5hrVud\r\ns9MwZ0SzPjRm2VhbIn0n+ogliSHoy9T7GS+qIbszm\/JfJF1qCWOpH9kKUZZl3TS1\r\n+g7YRJigYp3VA5n258+RJaMRmMlw\r\n","status":"Success","errorMessage":""}
01-19 14:48:08.501  1943   671 V Infrastructure CommunicationManager.handleBaseURLResponsesuccessfully created RSA Key from modulus+exponent
01-19 14:48:08.501  1943   671 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 14:48:08.502  1943   671 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/MobileApp/Login/GetAuthInfo
01-19 14:48:08.503  1943   671 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 14:48:08.504  1943   671 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Content-Type=[application/x-www-form-urlencoded]; Cookie=[CVPNPSESSION=bf5b7282d25f08b141abab9e1c7f003b ]; Referer=[https://172.24.11.149]; X-CPCVPN-MobileAgent=[App] 
01-19 14:48:08.508  1943     1 V Workspace NetworkManager.onReceive: com.CheckPointVpn.NetworkDetector.GATEWAY_AVAILABLE
01-19 14:48:08.509  1943     1 V Workspace NetworkManager.onReceive: active site - null
01-19 14:48:08.509  1943     1 V Infrastructure lf.Cancel verify
01-19 14:48:08.510  1943     1 W Workspace la.sendLocalBroadcast: failed to send broadcast, no receivers found!
01-19 14:48:08.511  1943     1 E Workspace NetworkManager.onGatewayAvailable: active site null!
01-19 14:48:08.532  1943   671 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: eadfa10c78cbdc49, hostname = 172.24.11.149
01-19 14:48:08.534  1943   671 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: eadfa10c78cbdc49, hostname = 172.24.11.149
01-19 14:48:08.540  1943   671 V Infrastructure CPConnection.startSyncConnection: Sending: 
clientSupportMultiRealms=1
01-19 14:48:08.559  1943   671 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 14:48:08.559  1943   671 V Infrastructure CPConnection.getHeaderFields: called
01-19 14:48:08.561  1943   671 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobileRealmSettings":{"name":"mobile_realm","displayName":"mobile_realm","isLegacyAuthMode":0,"isRequiredCert":0,"isRequiredUserNamePassword":1,"isRequiredSecurID":0},"status":"Success","errorMessage":""}
01-19 14:48:08.562  1943   671 V Infrastructure CPConnection.startAsyncConnection: Connection success
01-19 14:48:08.562  1943   671 D Workspace iq.In GetAuthInfoResponseHandler.handleAuthInfoSC(): primary auth=USER_PASSWORD, secondary auth=UNKNOWN
01-19 14:48:08.563  1943   645 D Workspace CPMobileService.In Service: got GET_AUTH_INFO_REPLY request
01-19 14:48:08.563  1943   645 D Workspace ll.In Service: finished handling GET_AUTH_INFO request
01-19 14:48:08.563  1943     1 D Workspace nm.SyncController::handleMessage: got msg from service: type = GET_AUTH_INFO
01-19 14:48:08.564  1943     1 D Workspace nm.service says: GET_AUTH_INFO Success: site_gw_ver: 'AT_LEAST_GIZMO', secondary_auth: 'UNKNOWN', primary_auth: 'USER_PASSWORD' 
01-19 14:48:08.564  1943     1 D Workspace BaseCommActivity.BaseCommFragmentActivity: dismissing progress dialog
01-19 14:48:08.564  1943     1 D Workspace BaseCommActivity.dismissCustomProgressDialog: found a dialog to dismiss: CreateNewSite_CUSTOM_PROGRESS_DIALOG_TAG
01-19 14:48:08.565  1943   645 D Workspace AlarmCenter.descheduleAlarm: Canceled alarm for id = 3005
01-19 14:48:08.572  1943     1 D Workspace CreateNewSite.onConnectionReply: got reply code 107
01-19 14:48:08.572  1943     1 D Workspace BaseCommActivity.BaseCommFragmentActivity: dismissing progress dialog
01-19 14:48:08.573  1943     1 D Workspace BaseCommActivity.dismissCustomProgressDialog: found a dialog to dismiss: CreateNewSite_CUSTOM_PROGRESS_DIALOG_TAG
01-19 14:48:08.577  1943     1 D Workspace CreateNewSite.nextStepByStateAUTH_REPLIED
01-19 14:48:08.577  1943     1 D Workspace CreateNewSite.finalizeAuthMethod: handling auth methods
01-19 14:48:08.579  1943     1 D Workspace CreateNewSite.handleAuthSchemes: authStep = 600, length of schemes = 1
01-19 14:48:08.589  1943     1 D Workspace CreateNewSite.nextStepByStateEND
01-19 14:48:08.589  1943     1 D Workspace CreateNewSite.gotoAuthScreen: setting site creation state to END
01-19 14:48:08.590  1943     1 V Workspace NetworkManager.onActiveSiteChanged: initiating FAST probe for 172.24.11.149
01-19 14:48:08.591  1943     1 V Workspace NetworkManager.verifyGatewayReachable
01-19 14:48:08.592  1943   672 V Infrastructure CPConnection.setRequestMethod: called
01-19 14:48:08.608  1943   672 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 14:48:08.609  1943     1 D Workspace CreateNewSite.gotoAuthScreen: added site to site manager: {
    "uuidID": "9e614965-4933-4322-adf6-6aa12e406b4d",
    "name": "172.24.11.149",
    "host": "172.24.11.149",
    "GWvalidCert": false,
    "cn": "gw-af37f3 VPN Certificate",
    "fingerprint": "ALIA NEAT DOOR WAY FORM LURK GROW IONS LANE FIRE TESS JOLT",
    "CAcert": "MIIC0zCCAbugAwIBAgIBATANBgkqhkiG9w0BAQUFADAcMRowGAYDVQQKExFndy1hZjM3ZjMuLmlq\nZ2NidzAeFw0xNjEyMjgxNDM1MTdaFw0zNjEyMjMxNDM1MTdaMBwxGjAYBgNVBAoTEWd3LWFmMzdm\nMy4uaWpnY2J3MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApp9\/xlTFyJix2Lk7Q7qL\ntcZFd3a7mBHgCvxosZxpkXBhskp4cpZ+S+se6fxtRvxDleCuo\/x\/9Jf1tf7Hmpmewz7MwL+wpDj4\neZconJ3vIJBFH8uQXVtzRqSHxmbX58lqSWTotT5gszpDAjA8vul+9GriybcAo\/buZv+5yN4U79Ux\nBNpu9834Lkg9D9pMVQO7gLV2gXbYs02c\/kkO4Ja\/6aHxdZ4l87YN2\/zTbXfbj9WchxYbDyLFeVpa\nVjQHqUGPOWVIiEtenqq2qjWWmeSf41Egau3iDvbk\/uqHrCgWqr1L669GXznes3f7wN1sdkzO\/Eqi\nSHuJs5Wk+BbDx4ctwwIDAQABoyAwHjAPBgNVHRMBAf8EBTADAQH\/MAsGA1UdDwQEAwIBhjANBgkq\nhkiG9w0BAQUFAAOCAQEAYs+4NqRMwybCBukyx2wVCejESvXuxAJyjuZe4Nz\/djSYnow2ZklqLetZ\nns8nitYeUW1DFRZLZJ+wHOXRzcc1wBHo8Zdh29kAgE4HC\/6pgiTGWrSIVY1e8+sUgdLREdzTNy+S\nrMRfml\/LQ1CJhbe4EhSKz4LDi8AtMWRRLmrfrgNP7UF5O8LGeELEI4TYywaPDSB0unYoiHFNYsch\nAC7fDzXQJ\/4nLvwC5GoycSSDCmq\/SowMw0IEzPGqyfPkzNwdVdd9xADSEkD9hdn4Jr4YLnqFaoWA\nS\/C1cbn0w1vXFBYu7E2tqau4PldNNrJmgFk5GvC3ZE9ksva3Dp39sOrCJA==\n",
    "GWcert": "MIIDcTCCAlmgAwIBAgICEgswDQYJKoZIhvcNAQEFBQAwHDEaMBgGA1UEChMRZ3ctYWYzN2YzLi5p\namdjYncwHhcNMTYxMjI4MTQ1MTAzWhcNMjExMjI4MTQ1MTAzWjBAMRowGAYDVQQKExFndy1hZjM3\nZjMuLmlqZ2NidzEiMCAGA1UEAxMZZ3ctYWYzN2YzIFZQTiBDZXJ0aWZpY2F0ZTCCASIwDQYJKoZI\nhvcNAQEBBQADggEPADCCAQoCggEBANYeJGpVAEO1CcEjZOsXX3IbZGfWJE5TmoNTbEcqwHJ5ttJ7\naFG2lLpv28QCNt4orjEZc0MSp9D4OWBJn6Iw3lZ8wzHBCh7WqHE6SN8D7AaG7J7byjMIt3XiQaA0\nm+JEss0n5VdOmBRh5JEqtpVfQMN3r\/n9uwf3GCpkmastbgjkw8WGPTnitDdQ\/1F10PNsx4NtMMIu\nV+McBEnxOl2KWn2i01REgV5ocI5rBx1v7zz7ta+aff4AbOtSd0J5ks+YZn8YCEw57MJdwnfQFiDa\njJOjzRrFSK+Rch2iDW8YydyIn4Trsjv1aL0JENh00a9FYrPznA93m46SaQCpE7\/dtzcCAwEAAaOB\nmDCBlTBnBgNVHR8EYDBeMFygWqBYhiNodHRwOi8vZ3ctYWYzN2YzOjE4MjY0L0lDQV9DUkwxLmNy\nbKQxMC8xGjAYBgNVBAoTEWd3LWFmMzdmMy4uaWpnY2J3MREwDwYDVQQDDAhJQ0FfQ1JMMTAMBgNV\nHRMEBTADAQEAMA8GA1UdEQQIMAaHBKwYC5UwCwYDVR0PBAQDAgWgMA0GCSqGSIb3DQEBBQUAA4IB\nAQAtKG\/TcSS5PIhdqP+KwUYgJ1SvPvWIzNdcVXh2btl\/Hd3iOYB0BPSn9vJnki0qjfHKmvSPQFMn\nrPx9EB+R+qik6tf2VO2olnV42VGEkX+T0wtSx3OswQrCdce8JE472df7aff2OVZeIBDEYR43jQIt\nUSk8BKnatPLoC+pHguhWea03RgZ033P6OheJP5WQuGOq5WQVEqDm8gL2DGpT\/7shNBTn3WVMOgmC\nvBH8wuW24zgBdjfMzb5hrVuds9MwZ0SzPjRm2VhbIn0n+ogliSHoy9T7GS+qIbszm\/JfJF1qCWOp\nH9kKUZZl3TS1+g7YRJigYp3VA5n258+RJaMRmMlw\n",
    "type": "VPN",
    "port": 0,
    "state": "DISCONNECTED",
    "lockState": false,
    "CloudServicesSupportVersion": "1",
    "authSchemes": [
        {
            "authMethodType": 2
        }
    ],
    "capabilities": [],
    "gw_ver": "AT_LEAST_GIZMO",
    "geoPermission": "ASK_USER",
    "hashedChainIdentifier": "",
    "certCRLExpirationTime": 0,
    "sessionTimeout": 0,
    "activeSessionTimeout": 0,
    "isReloginSupported": false,
    "clientSideTimeout": 0,
    "reAuthenticationTimeout": 0,
    "linkTransDomainEnabled": false
}
01-19 14:48:08.609  1943     1 D Workspace nj.saveSiteList: Sites count = 1
01-19 14:48:08.609  1943   672 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 14:48:08.609  1943   672 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=1000, read timeout=1000
01-19 14:48:08.610  1943   672 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CVPNPSESSION=bf5b7282d25f08b141abab9e1c7f003b ]; X-CPCVPN-MobileAgent=[App] 
01-19 14:48:08.627  1943     1 D Workspace nj.toJSONObject: siteModel: 172.24.11.149:{"siteName":"172.24.11.149","siteType":"vpn_site","siteDetails":{"uuidID":"9e614965-4933-4322-adf6-6aa12e406b4d","name":"172.24.11.149","host":"172.24.11.149","GWvalidCert":false,"cn":"gw-af37f3 VPN Certificate","fingerprint":"ALIA NEAT DOOR WAY FORM LURK GROW IONS LANE FIRE TESS JOLT","CAcert":"MIIC0zCC...39sOrCJA==\n","GWcert":"MIIDcTCC...+RJaMRmMlw\n","type":"VPN","port":0,"state":"DISCONNECTED","lockState":false,"CloudServicesSupportVersion":"1","authSchemes":[{"authMethodType":2}],"capabilities":[],"gw_ver":"AT_LEAST_GIZMO","geoPermission":"ASK_USER","hashedChainIdentifier":"","certCRLExpirationTime":0,"sessionTimeout":0,"activeSessionTimeout":0,"isReloginSupported":false,"clientSideTimeout":0,"reAuthenticationTimeout":0,"linkTransDomainEnabled":false}}
